"Customer E-mail:","Customer E-mail:"
Status:,Status:
"Requested Items:","Requested Items:"
"Rma for order","Rma for order"
"has changed status","has changed status"
"Current status:","Current status:"
Note:,Note:
"Changes have been made to this section that have not been saved.","Changes have been made to this section that have not been saved."
"This tab contains invalid data. Please resolve this before saving.","This tab contains invalid data. Please resolve this before saving."
Name:,Name:
Group:,Group:
Address,Address
"Customer Information","Customer Information"
Rating:,Rating:
"Rating Comment: ","Rating Comment: "
Order:,Order:
"Purchased From:","Purchased From:"
"Customer’s Direct Link","Customer’s Direct Link"
"Copy Link","Copy Link"
"Choose a file for upload shipping label","Choose a file for upload shipping label"
"Return Reason:","Return Reason:"
"Items Conditions:","Items Conditions:"
Resolution:,Resolution:
Edit,Edit
Apply,Apply
SKU:,SKU:
"This product is already returned. Existing Return(s):","This product is already returned. Existing Return(s):"
Split,Split
"Quick reply","Quick reply"
"Start of conversation with customer","Start of conversation with customer"
"Start of conversation with manager","Start of conversation with manager"
"Tracking Information","Tracking Information"
Carrier,Carrier
"Tracking Number","Tracking Number"
Dear,Dear
"RMA Request","RMA Request"
"has been created","has been created"
"RMA ID:","RMA ID:"
"items to return","items to return"
"status of yours","status of yours"
"has been changed","has been changed"
"Customer is supposed to cover shipping costs","Customer is supposed to cover shipping costs"
"Condition/Reason/Resolution are required fields.","Condition/Reason/Resolution are required fields."
"Return Qty more than Available Qty for %1","Return Qty more than Available Qty for %1"
"The Amount of Return Qty less than Initial for %1. The Initial Qty is %2","The Amount of Return Qty less than Initial for %1. The Initial Qty is %2"
"Are you sure you want to delete the message?","Are you sure you want to delete the message?"
"Message or Message Files are empty.","Message or Message Files are empty."
"Carrier wasn't selected or tracking number wasn't filled.","Carrier wasn't selected or tracking number wasn't filled."
"Please Select Reason for","Please Select Reason for"
"Please Select Condition for","Please Select Condition for"
"Please Select Resolution for","Please Select Resolution for"
"Please Select Qty for","Please Select Qty for"
"Please accept the Return Policy","Please accept the Return Policy"
General,General
"Module Enabled","Module Enabled"
"URL Prefix","URL Prefix"
"Set route name. Example: {base_store_url}/{URL prefix}/request/view.","Set route name. Example: {base_store_url}/{URL prefix}/request/view."
"Allow Guest RMA","Allow Guest RMA"
"Allow guests to submit return requests","Allow guests to submit return requests"
"Allowed Order Statuses for RMA","Allowed Order Statuses for RMA"
"Please, note that RMA request can not be created for orders without shipped item(s)","Please, note that RMA request can not be created for orders without shipped item(s)"
"Display Return Information on Product Page","Display Return Information on Product Page"
"Resolution periods (in days) will be displayed on product details pages in the ‘More Information’ tab.","Resolution periods (in days) will be displayed on product details pages in the ‘More Information’ tab."
"Display Return Information on Shopping Cart Page","Display Return Information on Shopping Cart Page"
"Resolution periods (in days) will be displayed for each product in the shopping cart.","Resolution periods (in days) will be displayed for each product in the shopping cart."
"Max Message Attachment File Size (KB)","Max Message Attachment File Size (KB)"
"RMA Policy","RMA Policy"
"Enable Return Policy","Enable Return Policy"
"Customer will be to accept the Return Policy before submitting a Return Request","Customer will be to accept the Return Policy before submitting a Return Request"
"Return Policy CMS Page","Return Policy CMS Page"
"Please, select the CMS page with your Return Policy text.","Please, select the CMS page with your Return Policy text."
Shipping,Shipping
Carriers,Carriers
"The following carriers will be available for a customer to be selected while attaching a Tracking Number to the RMA Request.","The following carriers will be available for a customer to be selected while attaching a Tracking Number to the RMA Request."
"RMA Creation Email Notifications","RMA Creation Email Notifications"
"Notify Customer","Notify Customer"
"Email Sender","Email Sender"
"Email Template","Email Template"
"Notify Customer About New Manager Messages If Status Didn't Change","Notify Customer About New Manager Messages If Status Didn't Change"
"Notify Admin","Notify Admin"
"Send Notification to","Send Notification to"
"Please, put each new email address on a new line","Please, put each new email address on a new line"
"Administrator Contact Data","Administrator Contact Data"
"Display Administrator Contact Data","Display Administrator Contact Data"
"Administrator contacts will be displayed to customers while submitting a new RMA request in case an item couldn’t be returned according to the return rules.","Administrator contacts will be displayed to customers while submitting a new RMA request in case an item couldn’t be returned according to the return rules."
"Phone Number","Phone Number"
"Block Title","Block Title"
"You can create custom text fields to let a customer fill them while submitting an RMA request. The ‘Block Title’ field is responsible for the name of the block with the custom text fields.","You can create custom text fields to let a customer fill them while submitting an RMA request. The ‘Block Title’ field is responsible for the name of the block with the custom text fields."
"RMA Request Custom Fields","RMA Request Custom Fields"
"Chat Quick Replies","Chat Quick Replies"
"Quick Replies","Quick Replies"
"Quick Replies are used by Admin in the chat. Add common reply templates and use them while processing request to increase your performance.","Quick Replies are used by Admin in the chat. Add common reply templates and use them while processing request to increase your performance."
"Amasty Download Shipping Label Button","Amasty Download Shipping Label Button"
"Add button to allow customer download shipping label at the RMA page.","Add button to allow customer download shipping label at the RMA page."
"Button Label","Button Label"
"Amasty Print Packing Slip Button","Amasty Print Packing Slip Button"
"Add button to allow customer print packing slip at the RMA page.","Add button to allow customer print packing slip at the RMA page."
"Edit Item Condition","Edit Item Condition"
"Save Item Condition","Save Item Condition"
"Save and Continue Edit","Save and Continue Edit"
Title,Title
Position,Position
"Item Conditions will be displayed to the Customer on the frontend in the order according to their positions.","Item Conditions will be displayed to the Customer on the frontend in the order according to their positions."
"Store Labels","Store Labels"
"Add New Condition","Add New Condition"
"Delete items","Delete items"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
ID,ID
"Edit Item Reason","Edit Item Reason"
"Save Reason","Save Reason"
"Reasons will be displayed to Customer on the frontend in the order according to their positions.","Reasons will be displayed to Customer on the frontend in the order according to their positions."
"Having submitted a new RMA request, customers will see a message about who is supposed to pay for the item shipping.","Having submitted a new RMA request, customers will see a message about who is supposed to pay for the item shipping."
"Add New Reason","Add New Reason"
"Who Pays For Shipping","Who Pays For Shipping"
Store,Store
"Request Date","Request Date"
"Customer Name","Customer Name"
Manager,Manager
Rating,Rating
Submit,Submit
"RMA Manager","RMA Manager"
"Internal RMA Note","Internal RMA Note"
"RMA Status","RMA Status"
Message,Message
Save,Save
"Shipping Label","Shipping Label"
State,State
"Edit Item Resolution","Edit Item Resolution"
"Save Resolution","Save Resolution"
"Resolutions will be displayed to customers according to their positions.","Resolutions will be displayed to customers according to their positions."
"Add New Resolution","Add New Resolution"
"Save Return Rule","Save Return Rule"
"General Settings","General Settings"
"Return Rule Name","Return Rule Name"
Priority,Priority
Websites,Websites
"Leave empty to apply rule to all websites.","Leave empty to apply rule to all websites."
"Customer Groups","Customer Groups"
"Leave empty to apply rule to all customer groups.","Leave empty to apply rule to all customer groups."
"Resolutions Period","Resolutions Period"
"Default Resolution Period (days)","Default Resolution Period (days)"
"The default resolution period is applied to all resolutions inside the rule. Unless the Admin sets the values for each resolution individually.","The default resolution period is applied to all resolutions inside the rule. Unless the Admin sets the values for each resolution individually."
"Add New Rule","Add New Rule"
"Delete rules","Delete rules"
"Are you sure you want to delete selected rules?","Are you sure you want to delete selected rules?"
"Rule Name","Rule Name"
"Save Status","Save Status"
"Request State","Request State"
"Every RMA request usually passes 4 basic statuses:
                        1) Pending - a request is processed by an admin. 2) Authorized - an admin approves that a customer is allowed to send the item back to the store. 3) Received - an admin receives the package and checks if everything is OK. 4) Resolved - an admin resolves the request. Now it is considered to be closed. We display the current status of the request to the customer on the progress bar of the request page. Please assign the Request State to the Status. An appropriate Request State will be displayed on the progress bar on the frontend when the Status is set for the request.","Every RMA request usually passes 4 basic statuses:
                        1) Pending - a request is processed by an admin. 2) Authorized - an admin approves that a customer is allowed to send the item back to the store. 3) Received - an admin receives the package and checks if everything is OK. 4) Resolved - an admin resolves the request. Now it is considered to be closed. We display the current status of the request to the customer on the progress bar of the request page. Please assign the Request State to the Status. An appropriate Request State will be displayed on the progress bar on the frontend when the Status is set for the request."
"Is Initial Status","Is Initial Status"
"Initial Status is a status for a newly created RMA request. Please mind, that there can be only one initial status.","Initial Status is a status for a newly created RMA request. Please mind, that there can be only one initial status."
"Automatically Set Status on Event","Automatically Set Status on Event"
"Choose event to set this status automatically.","Choose event to set this status automatically."
"Please choose...","Please choose..."
"When a customer performs the selected action in his RMA request, the status of the request is automatically updated to the current one.","When a customer performs the selected action in his RMA request, the status of the request is automatically updated to the current one."
"Move Request to Grid","Move Request to Grid"
"When a request switches to the current status, it is moved to the grid selected in this option. Thus, an admin can create a comfortable for him workspace by removing all unnecessary requests from the particular grid or placing requests that need admin actions to the separate ‘Manage Requests’ grid.","When a request switches to the current status, it is moved to the grid selected in this option. Thus, an admin can create a comfortable for him workspace by removing all unnecessary requests from the particular grid or placing requests that need admin actions to the separate ‘Manage Requests’ grid."
"Label Color","Label Color"
"Click the field to choose color.","Click the field to choose color."
"Add New Status","Add New Status"
"Admin Grid","Admin Grid"
